No,Kode Wilayah,Kabupaten_Kota,Provinsi,Tahun,Konsumsi_Energi 
866,6310,Kabupaten Tanah Bumbu,Kalimantan Selatan,2022,2155
867,6311,Kabupaten Balangan,Kalimantan Selatan,2022,2344
868,6371,Kota Banjarmasin,Kalimantan Selatan,2022,2076
869,6372,Kota Banjar Baru,Kalimantan Selatan,2022,2086
870,6401,Kabupaten Paser,Kalimantan Timur,2022,2016
871,6407,Kabupaten Kutai Barat,Kalimantan Timur,2022,1836
872,6402,Kabupaten Kutai Kertanegara,Kalimantan Timur,2022,1922
873,6408,Kabupaten Kutai Timur,Kalimantan Timur,2022,1940
874,6403,Kabupaten Berau,Kalimantan Timur,2022,2013
875,6409,Kabupaten Penajam Paser Utara,Kalimantan Timur,2022,1904
876,6411,Kabupaten Mahakam Ulu,Kalimantan Timur,2022,1862
877,6471,Kota Balikpapan,Kalimantan Timur,2022,1865
878,6472,Kota Samarinda,Kalimantan Timur,2022,1899
879,6474,Kota Bontang,Kalimantan Timur,2022,1953
880,6502,Kabupaten Malinau,Kalimantan Utara,2022,1886
881,6501,Kabupaten Bulungan,Kalimantan Utara,2022,1827
882,6504,Kabupaten Tana Tidung,Kalimantan Utara,2022,1825
883,6503,Kabupaten Nunukan,Kalimantan Utara,2022,1976
884,6571,Kota Tarakan,Kalimantan Utara,2022,1775
885,7101,Kabupaten Bolaang Mongondow,Sulawesi Utara,2022,2150
886,7102,Kabupaten Minahasa,Sulawesi Utara,2022,2211
887,7103,Kabupaten Kepulauan Sangihe,Sulawesi Utara,2022,2043
888,7104,Kabupaten Kepulauan Talaud,Sulawesi Utara,2022,1939
889,7105,Kabupaten Minahasa Selatan,Sulawesi Utara,2022,2202
890,7106,Kabupaten Minahasa Utara,Sulawesi Utara,2022,2189
891,7108,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,2022,2113
892,7109,Kabupaten Kep. Siau Tagulandang Biaro,Sulawesi Utara,2022,1800
893,7107,Kabupaten Minahasa Tenggara,Sulawesi Utara,2022,2148
894,7111,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,2022,2103
895,7110,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,2022,2326
896,7171,Kota Manado,Sulawesi Utara,2022,2199
897,7172,Kota Bitung,Sulawesi Utara,2022,2135
898,7173,Kota Tomohon,Sulawesi Utara,2022,2335
899,7174,Kota Kotamobago,Sulawesi Utara,2022,2030
900,7207,Kabupaten Banggai Kepulauan,Sulawesi Tengah,2022,2029
901,7201,Kabupaten Banggai,Sulawesi Tengah,2022,2058
902,7206,Kabupaten Morowali,Sulawesi Tengah,2022,2041
903,7202,Kabupaten Poso,Sulawesi Tengah,2022,2135
904,7203,Kabupaten Donggala,Sulawesi Tengah,2022,2148
905,7204,Kabupaten Toli-Toli,Sulawesi Tengah,2022,1784
906,7205,Kabupaten Buol,Sulawesi Tengah,2022,1687
907,7208,Kabupaten Parigi Moutong,Sulawesi Tengah,2022,1985
908,7209,Kabupaten Tojo Una-Una,Sulawesi Tengah,2022,1851
909,7210,Kabupaten Sigi,Sulawesi Tengah,2022,2147
910,7211,Kabupaten Banggai Laut,Sulawesi Tengah,2022,2321
911,7212,Kabupaten Morowali Utara,Sulawesi Tengah,2022,2164
912,7271,Kota Palu,Sulawesi Tengah,2022,1861
913,7301,Kabupaten Selayar,Sulawesi Selatan,2022,2155
914,7302,Kabupaten Bulukumba,Sulawesi Selatan,2022,2372
915,7303,Kabupaten Bantaeng,Sulawesi Selatan,2022,2079
916,7304,Kabupaten Jeneponto,Sulawesi Selatan,2022,2242
917,7305,Kabupaten Takalar,Sulawesi Selatan,2022,1967
918,7306,Kabupaten Gowa,Sulawesi Selatan,2022,2041
919,7307,Kabupaten Sinjai,Sulawesi Selatan,2022,2028
920,7309,Kabupaten Maros,Sulawesi Selatan,2022,2072
921,7310,Kabupaten Pangkajene dan Kepulauan,Sulawesi Selatan,2022,2732
922,7311,Kabupaten Barru,Sulawesi Selatan,2022,2067
923,7308,Kabupaten Bone,Sulawesi Selatan,2022,1980
924,7312,Kabupaten Soppeng,Sulawesi Selatan,2022,1979
925,7313,Kabupaten Wajo,Sulawesi Selatan,2022,1934
926,7314,Kabupaten Sidenreng Rappang,Sulawesi Selatan,2022,1980
927,7315,Kabupaten Pinrang,Sulawesi Selatan,2022,1724
928,7316,Kabupaten Enrekang,Sulawesi Selatan,2022,1853
929,7317,Kabupaten Luwu,Sulawesi Selatan,2022,2060
930,7318,Kabupaten Tana Toraja,Sulawesi Selatan,2022,1854
931,7322,Kabupaten Luwu Utara,Sulawesi Selatan,2022,2126
932,7324,Kabupaten Luwu Timur,Sulawesi Selatan,2022,2043
933,7326,Kabupaten Toraja Utara,Sulawesi Selatan,2022,1921
934,7371,Kota Makasar,Sulawesi Selatan,2022,2209
935,7372,Kota Pare-Pare,Sulawesi Selatan,2022,1905
936,7373,Kota Palopo,Sulawesi Selatan,2022,1775
937,7404,Kabupaten Buton,Sulawesi Tenggara,2022,2053
938,7403,Kabupaten Muna,Sulawesi Tenggara,2022,1943
939,7402,Kabupaten Konawe,Sulawesi Tenggara,2022,1996
940,7401,Kabupaten Kolaka,Sulawesi Tenggara,2022,1781
941,7405,Kabupaten Konawe Selatan,Sulawesi Tenggara,2022,1915
942,7406,Kabupaten Bombana,Sulawesi Tenggara,2022,1964
943,7407,Kabupaten Wakatobi,Sulawesi Tenggara,2022,2040
944,7408,Kabupaten Kolaka Utara,Sulawesi Tenggara,2022,2120
945,7410,Kabupaten Buton Utara,Sulawesi Tenggara,2022,2061
946,7409,Kabupaten Konawe Utara,Sulawesi Tenggara,2022,2076
947,7411,Kabupaten Kolaka Timur,Sulawesi Tenggara,2022,2022
948,7412,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,2022,1819
949,7413,Kabupaten Muna Barat,Sulawesi Tenggara,2022,1924
950,7414,Kabupaten Buton Tengah,Sulawesi Tenggara,2022,1874
951,7415,Kabupaten Buton Selatan,Sulawesi Tenggara,2022,1870
952,7471,Kota Kendari,Sulawesi Tenggara,2022,1895
953,7472,Kota Bau-Bau,Sulawesi Tenggara,2022,1745
954,7502,Kabupaten Boalemo,Gorontalo,2022,2120
955,7501,Kabupaten Gorontalo,Gorontalo,2022,1972
956,7504,Kabupaten Pohuwato,Gorontalo,2022,1890
957,7503,Kabupaten Bone Bolango,Gorontalo,2022,1860
958,7505,Kabupaten Gorontalo Utara,Gorontalo,2022,1996
959,7571,Kota Gorontalo,Gorontalo,2022,1911
960,7605,Kabupaten Majene,Sulawesi Barat,2022,1975
961,7604,Kabupaten Polewali Mandar,Sulawesi Barat,2022,2278
962,7603,Kabupaten Mamasa,Sulawesi Barat,2022,2049
963,7602,Kabupaten Mamuju,Sulawesi Barat,2022,1936
964,7601,Kabupaten Mamuju Utara,Sulawesi Barat,2022,2058
965,7606,Kabupaten Mamuju Tengah,Sulawesi Barat,2022,1989
966,8103,Kabupaten Kepulauan Tanimbar,Maluku,2022,1713
967,8102,Kabupaten Maluku Tenggara,Maluku,2022,1824
968,8101,Kabupaten Maluku Tengah,Maluku,2022,1961
969,8104,Kabupaten Buru,Maluku,2022,1727
970,8107,Kabupaten Kepulauan Aru,Maluku,2022,1705
971,8106,Kabupaten Seram Bagian Barat,Maluku,2022,1950
972,8105,Kabupaten Seram Bagian Timur,Maluku,2022,1849
973,8108,Kabupaten Maluku Barat Daya,Maluku,2022,1784
974,8109,Kabupaten Buru Selatan,Maluku,2022,1720
975,8171,Kota Ambon,Maluku,2022,1846
976,8172,Kota Tual,Maluku,2022,1726
977,8201,Kabupaten Halmahera Barat,Maluku Utara,2022,1883
978,8202,Kabupaten Halmahera Tengah,Maluku Utara,2022,1623
979,8205,Kabupaten Kepulauan Sula,Maluku Utara,2022,1740
980,8204,Kabupaten Halmahera Selatan,Maluku Utara,2022,1962
981,8203,Kabupaten Halmahera Utara,Maluku Utara,2022,1835
982,8206,Kabupaten Halmahera Timur,Maluku Utara,2022,1869
983,8207,Kabupaten Pulau Morotai,Maluku Utara,2022,1999
984,8208,Kabupaten Pulau Taliabu,Maluku Utara,2022,1915
985,8271,Kota Ternate,Maluku Utara,2022,1792
986,8272,Kota Tidore Kepulauan,Maluku Utara,2022,1722
987,9203,Kabupaten Fak-Fak,Papua Barat,2022,2140
988,9208,Kabupaten Kaimana,Papua Barat,2022,1870
989,9207,Kabupaten Teluk Wondama,Papua Barat,2022,1746
990,9206,Kabupaten Teluk Bintuni,Papua Barat,2022,1872
991,9202,Kabupaten Manokwari,Papua Barat,2022,1971
992,9204,Kabupaten Sorong Selatan,Papua Barat,2022,1527
993,9201,Kabupaten Sorong,Papua Barat,2022,2024
994,9205,Kabupaten Raja Ampat,Papua Barat,2022,1900
995,9209,Kabupaten Tambrauw,Papua Barat,2022,1814
996,9210,Kabupaten Maybrat,Papua Barat,2022,1715
997,9211,Kabupaten Manokwari Selatan,Papua Barat,2022,2025
998,9212,Kabupaten Pegunungan Arfak,Papua Barat,2022,1920
999,9271,Kota Sorong,Papua Barat,2022,1789
1000,9101,Kabupaten Merauke,Papua,2022,2046
1001,9102,Kabupaten Jayawijaya,Papua,2022,1941
1002,9103,Kabupaten Jayapura,Papua,2022,1901
1003,9104,Kabupaten Nabire,Papua,2022,1861
1004,9105,Kabupaten Kepulauan Yapen,Papua,2022,1731
1005,9106,Kabupaten Biak Namfor,Papua,2022,1415
1006,9108,Kabupaten Paniai,Papua,2022,1735
1007,9107,Kabupaten Puncak Jaya,Papua,2022,1902
1008,9109,Kabupaten Mimika,Papua,2022,1792
1009,9116,Kabupaten Boven Digoel,Papua,2022,1635
1010,9117,Kabupaten Mappi,Papua,2022,1469
1011,9118,Kabupaten Asmat,Papua,2022,1794
1012,9113,Kabupaten Yahukimo,Papua,2022,1469
1013,9112,Kabupaten Pegunungan Bintang,Papua,2022,1794
1014,9114,Kabupaten Tolikara,Papua,2022,1888
1015,9110,Kabupaten Sarmi,Papua,2022,1755
1016,9111,Kabupaten Keerom,Papua,2022,1590
1017,9115,Kabupaten Waropen,Papua,2022,1629
1018,9119,Kabupaten Supiori,Papua,2022,2151
1019,9120,Kabupaten Mamberamo Raya,Papua,2022,1646
1020,9124,Kabupaten Nduga,Papua,2022,2226
1021,9123,Kabupaten Lanny Jaya,Papua,2022,2860
1022,9121,Kabupaten Mamberamo Tengah,Papua,2022,1928
1023,9122,Kabupaten Yalimo,Papua,2022,1995
1024,9125,Kabupaten Puncak,Papua,2022,1709
1025,9126,Kabupaten Dogiyai,Papua,2022,1300
1026,9127,Kabupaten Intan Jaya,Papua,2022,1447
1027,9128,Kabupaten Deiyai,Papua,2022,1702
1028,9171,Kota Jayapura,Papua,2022,1856
1029,1109,Kabupaten Simeulue,Aceh,2023,2020
1030,1110,Kabupaten Aceh Singkil,Aceh,2023,2188
1031,1101,Kabupaten Aceh Selatan,Aceh,2023,1983
1032,1102,Kabupaten Aceh Tenggara,Aceh,2023,2166
1033,1103,Kabupaten Aceh Timur,Aceh,2023,2000
1034,1104,Kabupaten Aceh Tengah,Aceh,2023,2063
1035,1105,Kabupaten Aceh Barat,Aceh,2023,2051
1036,1106,Kabupaten Aceh Besar,Aceh,2023,1892
1037,1107,Kabupaten Pidie,Aceh,2023,2070
1038,1111,Kabupaten Bireuen,Aceh,2023,2095
1039,1108,Kabupaten Aceh Utara,Aceh,2023,1927
1040,1112,Kabupaten Aceh Barat Daya,Aceh,2023,2093
1041,1113,Kabupaten Gayo Lues,Aceh,2023,2418
1042,1116,Kabupaten Aceh Tamiang,Aceh,2023,1914
1043,1115,Kabupaten Nagan Raya,Aceh,2023,2996
1044,1114,Kabupaten Aceh Jaya,Aceh,2023,2250
1045,1117,Kabupaten Bener Meriah,Aceh,2023,2352
1046,1118,Kabupaten Pidie Jaya,Aceh,2023,2106
1047,1171,Kota Banda Aceh,Aceh,2023,1881
1048,1172,Kota Sabang,Aceh,2023,2097
1049,1174,Kota Langsa,Aceh,2023,1874
1050,1173,Kota Lhokseumawe,Aceh,2023,1873
1051,1175,Kota Subulussalam,Aceh,2023,2121
1052,1204,Kabupaten Nias,Sumatera Utara,2023,2184
1053,1213,Kabupaten Mandailing Natal,Sumatera Utara,2023,2289
1054,1203,Kabupaten Tapanuli Selatan,Sumatera Utara,2023,2214
1055,1201,Kabupaten Tapanuli Tengah,Sumatera Utara,2023,1911
1056,1202,Kabupaten Tapanuli Utara,Sumatera Utara,2023,2257
1057,1212,Kabupaten Toba Samosir,Sumatera Utara,2023,2367
1058,1210,Kabupaten Labuhan Batu,Sumatera Utara,2023,2065
1059,1209,Kabupaten Asahan,Sumatera Utara,2023,2007
1060,1208,Kabupaten Simalungun,Sumatera Utara,2023,2167
1061,1211,Kabupaten Dairi,Sumatera Utara,2023,2083
1062,1206,Kabupaten Karo,Sumatera Utara,2023,2345
1063,1207,Kabupaten Deli Serdang,Sumatera Utara,2023,2023
1064,1205,Kabupaten Langkat,Sumatera Utara,2023,2024
1065,1214,Kabupaten Nias Selatan,Sumatera Utara,2023,2132
1066,1216,Kabupaten Humbang Hasundutan,Sumatera Utara,2023,2285
1067,1215,Kabupaten Pakpak Bharat,Sumatera Utara,2023,231
1068,1217,Kabupaten Samosir,Sumatera Utara,2023,2308
1069,1218,Kabupaten Serdang Bedagai,Sumatera Utara,2023,2113
1070,1219,Kabupaten Batu Bara,Sumatera Utara,2023,1927
1071,1220,Kabupaten Padang Lawas Utara,Sumatera Utara,2023,2297
1072,1221,Kabupaten Padang Lawas,Sumatera Utara,2023,2141
1073,1222,Kabupaten Labuhan Batu Selatan,Sumatera Utara,2023,2047
1074,1223,Kabupaten Labuhan Batu Utara,Sumatera Utara,2023,2058
1075,1224,Kabupaten Nias Utara,Sumatera Utara,2023,2156
1076,1225,Kabupaten Nias Barat,Sumatera Utara,2023,2049
1077,1273,Kota Sibolga,Sumatera Utara,2023,1879
1078,1274,Kota Tanjung Balai,Sumatera Utara,2023,2139
1079,1272,Kota Pematang Siantar,Sumatera Utara,2023,2149
1080,1276,Kota Tebing Tinggi,Sumatera Utara,2023,2149
1081,1271,Kota Medan,Sumatera Utara,2023,2093
1082,1275,Kota Binjai,Sumatera Utara,2023,1909
1083,1277,Kota Padang Sidimpuan,Sumatera Utara,2023,2086
1084,1278,Kota Gunungsitoli,Sumatera Utara,2023,1756
1085,1309,Kabupaten Kepulauan Mentawai,Sumatera Barat,2023,2171
1086,1301,Kabupaten Pesisir Selatan,Sumatera Barat,2023,2115
1087,1302,Kabupaten Solok,Sumatera Barat,2023,2357
1088,1303,Kabupaten Sijunjung,Sumatera Barat,2023,2164
1089,1304,Kabupaten Tanah Datar,Sumatera Barat,2023,2082
1090,1305,Kabupaten Padang Pariaman,Sumatera Barat,2023,1911
1091,1306,Kabupaten Agam,Sumatera Barat,2023,2075
1092,1307,Kabupaten Limapuluh Koto,Sumatera Barat,2023,2272
1093,1308,Kabupaten Pasaman,Sumatera Barat,2023,2208
1094,1311,Kabupaten Solok Selatan,Sumatera Barat,2023,2325
1095,1310,Kabupaten Dharmas Raya,Sumatera Barat,2023,2009
1096,1312,Kabupaten Pasaman Barat,Sumatera Barat,2023,2071
1097,1371,Kota Padang,Sumatera Barat,2023,1940
1098,1372,Kota Solok,Sumatera Barat,2023,2092
1099,1373,Kota Sawah Lunto,Sumatera Barat,2023,2085
1100,1374,Kota Padang Panjang,Sumatera Barat,2023,1964
1101,1375,Kota Bukittinggi,Sumatera Barat,2023,1932
1102,1376,Kota Payakumbuh,Sumatera Barat,2023,2111
1103,1377,Kota Pariaman,Sumatera Barat,2023,1879
1104,1409,Kabupaten Kuantan Sengingi,Riau,2023,2048
1105,1402,Kabupaten Indragiri Hulu,Riau,2023,2073
1106,1404,Kabupaten Indragiri Hilir,Riau,2023,2048
1107,1405,Kabupaten Pelalawan,Riau,2023,2206
1108,1408,Kabupaten Siak,Riau,2023,2170
1109,1401,Kabupaten Kampar,Riau,2023,2025
1110,1406,Kabupaten Rokan Hulu,Riau,2023,2135
1111,1403,Kabupaten Bengkalis,Riau,2023,2120
1112,1407,Kabupaten Rokan Hilir,Riau,2023,1936
1113,1410,Kabupaten Kepulauan Meranti,Riau,2023,2085
1114,1471,Kota Pekanbaru,Riau,2023,1901
1115,1472,Kota Dumai,Riau,2023,2059
1116,1501,Kabupaten Kerinci,Jambi,2023,2355
1117,1502,Kabupaten Merangin,Jambi,2023,1888
1118,1503,Kabupaten Sarolangun,Jambi,2023,1978
1119,1504,Kabupaten Batang Hari,Jambi,2023,2130
1120,1505,Kabupaten Muaro Jambi,Jambi,2023,2105
1121,1507,Kabupaten Tanjung Jabung Timur,Jambi,2023,2317
1122,1506,Kabupaten Tanjung Jabung Barat,Jambi,2023,1956
1123,1509,Kabupaten Tebo,Jambi,2023,1994
1124,1508,Kabupaten Bungo,Jambi,2023,2058
1125,1571,Kota Jambi,Jambi,2023,1940
1126,1572,Kota Sungai Penuh,Jambi,2023,2017
1127,1601,Kabupaten Ogan Komering Ulu,Sumatera Selatan,2023,2065
1128,1602,Kabupaten Ogan Komering Ilir,Sumatera Selatan,2023,2291
1129,1603,Kabupaten Muara Enim,Sumatera Selatan,2023,2021
1130,1604,Kabupaten Lahat,Sumatera Selatan,2023,2514
1131,1605,Kabupaten Musi Rawas,Sumatera Selatan,2023,2206
1132,1606,Kabupaten Musi Banyuasin,Sumatera Selatan,2023,2154
1133,1607,Kabupaten Banyuasin,Sumatera Selatan,2023,2377
1134,1609,Kabupaten Ogan Komering Ulu Selatan,Sumatera Selatan,2023,2210
1135,1608,Kabupaten Ogan Komering Ulu Timur,Sumatera Selatan,2023,2043
1136,1610,Kabupaten Ogan Ilir,Sumatera Selatan,2023,2056
1137,1611,Kabupaten Empat Lawang,Sumatera Selatan,2023,2377
1138,1612,Kabupaten Penukal Abab Lematang Ilir,Sumatera Selatan,2023,2171
1139,1613,Kabupaten Musi Rawas Utara,Sumatera Selatan,2023,2221
1140,1671,Kota Palembang,Sumatera Selatan,2023,2174
1141,1674,Kota Prabumulih,Sumatera Selatan,2023,1954
1142,1672,Kota Pagar Alam,Sumatera Selatan,2023,2075
1143,1673,Kota Lubuklinggau,Sumatera Selatan,2023,2157
1144,1701,Kabupaten Bengkulu Selatan,Bengkulu,2023,3015
1145,1702,Kabupaten Rejang Lebong,Bengkulu,2023,2144
1146,1703,Kabupaten Bengkulu Utara,Bengkulu,2023,2033
1147,1704,Kabupaten Kaur,Bengkulu,2023,2194
1148,1705,Kabupaten Seluma,Bengkulu,2023,2088
1149,1706,Kabupaten Mukomuko,Bengkulu,2023,2003
1150,1707,Kabupaten Lebong,Bengkulu,2023,2327
1151,1708,Kabupaten Kepahiang,Bengkulu,2023,2137
1152,1709,Kabupaten Bengkulu Tengah,Bengkulu,2023,2101
1153,1771,Kota Bengkulu,Bengkulu,2023,1860
1154,1804,Kabupaten Lampung Barat,Lampung,2023,2259
1155,1806,Kabupaten Tanggamus,Lampung,2023,2249
1156,1801,Kabupaten Lampung Selatan,Lampung,2023,2078
1157,1807,Kabupaten Lampung Timur,Lampung,2023,2065
1158,1802,Kabupaten Lampung Tengah,Lampung,2023,2073
1159,1803,Kabupaten Lampung Utara,Lampung,2023,1837
1160,1808,Kabupaten Way Kanan,Lampung,2023,2216
1161,1805,Kabupaten Tulang Bawang,Lampung,2023,1952
1162,1809,Kabupaten Pesawaran,Lampung,2023,2256
1163,1810,Kabupaten Pringsewu,Lampung,2023,2140
1164,1811,Kabupaten Mesuji,Lampung,2023,2073
1165,1812,Kabupaten Tulang Bawang Barat,Lampung,2023,1882
1166,1813,Kabupaten Pesisir Barat,Lampung,2023,2073
1167,1871,Kota Bandar Lampung,Lampung,2023,1975
1168,1872,Kota Metro,Lampung,2023,1837
1169,1901,Kabupaten Bangka,Kep. Bangka Belitung,2023,2028
1170,1902,Kabupaten Belitung,Kep. Bangka Belitung,2023,2028
1171,1905,Kabupaten Bangka Barat,Kep. Bangka Belitung,2023,1943
1172,1904,Kabupaten Bangka Tengah,Kep. Bangka Belitung,2023,2140
1173,1903,Kabupaten Bangka Selatan,Kep. Bangka Belitung,2023,2158
1174,1906,Kabupaten Belitung Timur,Kep. Bangka Belitung,2023,2155
1175,1971,Kota Pangkal Pinang,Kep. Bangka Belitung,2023,2019
1176,2102,Kabupaten Karimun,Kep. Riau,2023,1987
1177,2101,Kabupaten Bintan,Kep. Riau,2023,2049
1178,2103,Kabupaten Natuna,Kep. Riau,2023,2132
1179,2104,Kabupaten Lingga,Kep. Riau,2023,1971
1180,2105,Kabupaten Kepulauan Anambas,Kep. Riau,2023,1996
1181,2171,Kota Batam,Kep. Riau,2023,2048
1182,2172,Kota Tanjung Pinang,Kep. Riau,2023,2121
1183,3101,Kabupaten Kepulauan Seribu,DKI Jakarta,2023,2073
1184,3174,Kota Jakarta Selatan,DKI Jakarta,2023,2162
1185,3175,Kota Jakarta Timur,DKI Jakarta,2023,2187
1186,3171,Kota Jakarta Pusat,DKI Jakarta,2023,2101
1187,3173,Kota Jakarta Barat,DKI Jakarta,2023,1975
1188,3172,Kota Jakarta Utara,DKI Jakarta,2023,2398
1189,3201,Kabupaten Bogor,Jawa Barat,2023,1962
1190,3202,Kabupaten Sukabumi,Jawa Barat,2023,2370
1191,3203,Kabupaten Cianjur,Jawa Barat,2023,2228
1192,3204,Kabupaten Bandung,Jawa Barat,2023,1957
1193,3205,Kabupaten Garut,Jawa Barat,2023,2130
1194,3206,Kabupaten Tasikmalaya,Jawa Barat,2023,2047
1195,3207,Kabupaten Ciamis,Jawa Barat,2023,2258
1196,3208,Kabupaten Kuningan,Jawa Barat,2023,2052
1197,3209,Kabupaten Cirebon,Jawa Barat,2023,1980
1198,3210,Kabupaten Majalengka,Jawa Barat,2023,2162
1199,3211,Kabupaten Sumedang,Jawa Barat,2023,2243
1200,3212,Kabupaten Indramayu,Jawa Barat,2023,2430
1201,3213,Kabupaten Subang,Jawa Barat,2023,2172
1202,3214,Kabupaten Purwakarta,Jawa Barat,2023,2222
1203,3215,Kabupaten Karawang,Jawa Barat,2023,2189
1204,3216,Kabupaten Bekasi,Jawa Barat,2023,2033
1205,3217,Kabupaten Bandung Barat,Jawa Barat,2023,2061
1206,3218,Kabupaten Pangandaran,Jawa Barat,2023,2282
1207,3271,Kota Bogor,Jawa Barat,2023,2068
1208,3272,Kota Sukabumi,Jawa Barat,2023,2104
1209,3273,Kota Bandung,Jawa Barat,2023,2019
1210,3274,Kota Cirebon,Jawa Barat,2023,1980
1211,3275,Kota Bekasi,Jawa Barat,2023,2055
1212,3276,Kota Depok,Jawa Barat,2023,2007
1213,3277,Kota Cimahi,Jawa Barat,2023,1993
1214,3278,Kota Tasikmalaya,Jawa Barat,2023,2416
1215,3279,Kota Banjar,Jawa Barat,2023,2477
1216,3301,Kabupaten Cilacap,Jawa Tengah,2023,2062
1217,3302,Kabupaten Banyumas,Jawa Tengah,2023,2048
1218,3303,Kabupaten  Purbalingga,Jawa Tengah,2023,1948
1219,3304,Kabupaten Banjarnegara,Jawa Tengah,2023,2073
1220,3305,Kabupaten Kebumen,Jawa Tengah,2023,2027
1221,3306,Kabupaten Purworejo,Jawa Tengah,2023,1866
1222,3307,Kabupaten Wonosobo,Jawa Tengah,2023,2176
1223,3308,Kabupaten Magelang,Jawa Tengah,2023,1938
1224,3309,Kabupaten Boyolali,Jawa Tengah,2023,1886
1225,3310,Kabupaten Klaten,Jawa Tengah,2023,1831
1226,3311,Kabupaten Sukoharjo,Jawa Tengah,2023,1837
1227,3312,Kabupaten Wonogiri,Jawa Tengah,2023,2081
1228,3313,Kabupaten Karanganyar,Jawa Tengah,2023,1873
1229,3314,Kabupaten Sragen,Jawa Tengah,2023,2108
1230,3315,Kabupaten Grobogan,Jawa Tengah,2023,2161
1231,3316,Kabupaten Blora,Jawa Tengah,2023,2091
1232,3317,Kabupaten Rembang,Jawa Tengah,2023,2194
1233,3318,Kabupaten Pati,Jawa Tengah,2023,2139
1234,3319,Kabupaten Kudus,Jawa Tengah,2023,1900
1235,3320,Kabupaten Jepara,Jawa Tengah,2023,1955
1236,3321,Kabupaten Demak,Jawa Tengah,2023,2034
1237,3322,Kabupaten Semarang,Jawa Tengah,2023,1987
1238,3323,Kabupaten Temanggung,Jawa Tengah,2023,1981
1239,3324,Kabupaten Kendal,Jawa Tengah,2023,2072
1240,3325,Kabupaten Batang ,Jawa Tengah,2023,2072
1241,3326,Kabupaten Pekalongan,Jawa Tengah,2023,2219
1242,3327,Kabupaten Pemalang,Jawa Tengah,2023,2263
1243,3328,Kabupaten Tegal,Jawa Tengah,2023,2030
1244,3329,Kabupaten Brebes,Jawa Tengah,2023,2215
1245,3371,Kota Magelang,Jawa Tengah,2023,1705
1246,3372,Kota Surakarta,Jawa Tengah,2023,1901
1247,3373,Kota Salatiga,Jawa Tengah,2023,1894
1248,3374,Kota Semarang,Jawa Tengah,2023,1769
1249,3375,Kota Pekalongan,Jawa Tengah,2023,2071
1250,3376,Kota Tegal,Jawa Tengah,2023,2146
1251,3401,Kabupaten Kulon Progo,DI Yogyakarta,2023,1921
1252,3402,Kabupaten Bantul,DI Yogyakarta,2023,2043
1253,3403,Kabupaten Gunung Kidul,DI Yogyakarta,2023,2092
1254,3404,Kabupaten Sleman,DI Yogyakarta,2023,2132
1255,3471,Kota Yogyakarta,DI Yogyakarta,2023,1914
1256,3501,Kabupaten Pacitan,Jawa Timur,2023,2134
1257,3502,Kabupaten Ponorogo,Jawa Timur,2023,1998
1258,3503,Kabupaten Trenggalek,Jawa Timur,2023,2045
1259,3504,Kabupaten Tulungagung,Jawa Timur,2023,1954
1260,3505,Kabupaten Blitar,Jawa Timur,2023,1942
1261,3506,Kabupaten Kediri,Jawa Timur,2023,2118
1262,3507,Kabupaten Malang,Jawa Timur,2023,1967
1263,3508,Kabupaten Lumajang,Jawa Timur,2023,2365
1264,3509,Kabupaten Jember,Jawa Timur,2023,2136
1265,3510,Kabupaten Banyuwangi,Jawa Timur,2023,2156
1266,3511,Kabupaten Bondowoso,Jawa Timur,2023,2046
1267,3512,Kabupaten Situbondo,Jawa Timur,2023,2139
1268,3513,Kabupaten Probolinggo,Jawa Timur,2023,2027
1269,3514,Kabupaten Pasuruan,Jawa Timur,2023,2132
1270,3515,Kabupaten Sidoarjo,Jawa Timur,2023,1907
1271,3516,Kabupaten Mojokerto,Jawa Timur,2023,2122
1272,3517,Kabupaten Jombang,Jawa Timur,2023,2010
1273,3518,Kabupaten Nganjuk,Jawa Timur,2023,2126
1274,3519,Kabupaten Madiun,Jawa Timur,2023,2070
1275,3520,Kabupaten Magetan,Jawa Timur,2023,2012
1276,3521,Kabupaten Ngawi,Jawa Timur,2023,2057
1277,3522,Kabupaten Bojonegoro,Jawa Timur,2023,2160
1278,3523,Kabupaten Tuban,Jawa Timur,2023,2165
1279,3524,Kabupaten Lamongan,Jawa Timur,2023,2237
1280,3525,Kabupaten Gresik,Jawa Timur,2023,1974
1281,3526,Kabupaten Bangkalan,Jawa Timur,2023,1964
1282,3527,Kabupaten Sampang,Jawa Timur,2023,1971
1283,3528,Kabupaten Pamekasan,Jawa Timur,2023,1896
1284,3529,Kabupaten Sumenep,Jawa Timur,2023,2832
1285,3571,Kota Kediri,Jawa Timur,2023,1984
1286,3572,Kota Blitar,Jawa Timur,2023,1876
1287,3573,Kota Malang,Jawa Timur,2023,1826
1288,3574,Kota Probolinggo,Jawa Timur,2023,1855
1289,3575,Kota Pasuruan,Jawa Timur,2023,2049
1290,3576,Kota Mojokerto,Jawa Timur,2023,1896
1291,3577,Kota Madiun,Jawa Timur,2023,2043
1292,3578,Kota Surabaya,Jawa Timur,2023,1990
1293,3579,Kota Batu,Jawa Timur,2023,1905
