No,Tahun,Provinsi,Kelompok Bahan Pangan,Komoditas,Konsumsi_Pangan,
4959,2022,Nusa Tenggara Timur,Pangan Hewani,Pangan Hewani,31.5,
4960,2022,Nusa Tenggara Timur,Pangan Hewani,Daging ruminansia,2.2,
4961,2022,Nusa Tenggara Timur,Pangan Hewani,Daging Unggas,4.1,
4962,2022,Nusa Tenggara Timur,Pangan Hewani,Telur,2.9,
4963,2022,Nusa Tenggara Timur,Pangan Hewani,Susu,1.2,
4964,2022,Nusa Tenggara Timur,Pangan Hewani,Ikan,21.1,
4965,2022,Nusa Tenggara Timur,Minyak dan Lemak,Minyak dan Lemak,6.9,
4966,2022,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Kelapa,0.3,
4967,2022,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Sawit,6.5,
4968,2022,Nusa Tenggara Timur,Minyak dan Lemak,Minyak Lainnya,0.1,
4969,2022,Nusa Tenggara Timur,Buah/biji berminyak,Buah/biji berminyak,1.1,
4970,2022,Nusa Tenggara Timur,Buah/biji berminyak,Kelapa,1.1,
4971,2022,Nusa Tenggara Timur,Buah/biji berminyak,Kemiri,0,
4972,2022,Nusa Tenggara Timur,Kacang-kacangan,Kacang-kacangan,5.3,
4973,2022,Nusa Tenggara Timur,Kacang-kacangan,Kedelai,3.5,
4974,2022,Nusa Tenggara Timur,Kacang-kacangan,Kacang tanah,0.7,
4975,2022,Nusa Tenggara Timur,Kacang-kacangan,Kacang hijau,0.1,
4976,2022,Nusa Tenggara Timur,Kacang-kacangan,Kacang lain,1,
4977,2022,Nusa Tenggara Timur,Gula,Gula,6.9,
4978,2022,Nusa Tenggara Timur,Gula,Gula pasir,6.7,
4979,2022,Nusa Tenggara Timur,Gula,Gula merah,0.2,
4980,2022,Nusa Tenggara Timur,Sayuran dan buah,Sayuran dan buah,81.6,
4981,2022,Nusa Tenggara Timur,Sayuran dan buah,Sayur,61.7,
4982,2022,Nusa Tenggara Timur,Sayuran dan buah,Buah,19.9,
4983,2022,Kalimantan Barat,Padi-Padian,Padi-padian,104.5,
4984,2022,Kalimantan Barat,Padi-Padian,Beras,93.5,
4985,2022,Kalimantan Barat,Padi-Padian,Jagung,0.6,
4986,2022,Kalimantan Barat,Padi-Padian,Terigu,10.4,
4987,2022,Kalimantan Barat,Umbi-umbian,Umbi-Umbian,11.3,
4988,2022,Kalimantan Barat,Umbi-umbian,Singkong,7.6,
4989,2022,Kalimantan Barat,Umbi-umbian,Ubi Jalar,1.3,
4990,2022,Kalimantan Barat,Umbi-umbian,Kentang,1.5,
4991,2022,Kalimantan Barat,Umbi-umbian,Sagu,0.1,
4992,2022,Kalimantan Barat,Umbi-umbian,Umbi Lainnya,0.8,
4993,2022,Kalimantan Barat,Pangan Hewani,Pangan Hewani,50.2,
4994,2022,Kalimantan Barat,Pangan Hewani,Daging ruminansia,3,
4995,2022,Kalimantan Barat,Pangan Hewani,Daging Unggas,9.2,
4996,2022,Kalimantan Barat,Pangan Hewani,Telur,7.5,
4997,2022,Kalimantan Barat,Pangan Hewani,Susu,2.4,
4998,2022,Kalimantan Barat,Pangan Hewani,Ikan,28.1,
4999,2022,Kalimantan Barat,Minyak dan Lemak,Minyak dan Lemak,8.9,
5000,2022,Kalimantan Barat,Minyak dan Lemak,Minyak Kelapa,0.2,
5001,2022,Kalimantan Barat,Minyak dan Lemak,Minyak Sawit,8.5,
5002,2022,Kalimantan Barat,Minyak dan Lemak,Minyak Lainnya,0.2,
5003,2022,Kalimantan Barat,Buah/biji berminyak,Buah/biji berminyak,0.5,
5004,2022,Kalimantan Barat,Buah/biji berminyak,Kelapa,0.4,
5005,2022,Kalimantan Barat,Buah/biji berminyak,Kemiri,0.1,
5006,2022,Kalimantan Barat,Kacang-kacangan,Kacang-kacangan,5.7,
5007,2022,Kalimantan Barat,Kacang-kacangan,Kedelai,5.4,
5008,2022,Kalimantan Barat,Kacang-kacangan,Kacang tanah,0.1,
5009,2022,Kalimantan Barat,Kacang-kacangan,Kacang hijau,0.1,
5010,2022,Kalimantan Barat,Kacang-kacangan,Kacang lain,0.1,
5011,2022,Kalimantan Barat,Gula,Gula,9.7,
5012,2022,Kalimantan Barat,Gula,Gula pasir,9.6,
5013,2022,Kalimantan Barat,Gula,Gula merah,0.1,
5014,2022,Kalimantan Barat,Sayuran dan buah,Sayuran dan buah,68.7,
5015,2022,Kalimantan Barat,Sayuran dan buah,Sayur,44.6,
5016,2022,Kalimantan Barat,Sayuran dan buah,Buah,24.1,
5017,2022,Kalimantan Tengah,Padi-Padian,Padi-padian,107,
5018,2022,Kalimantan Tengah,Padi-Padian,Beras,91.7,
5019,2022,Kalimantan Tengah,Padi-Padian,Jagung,0.5,
5020,2022,Kalimantan Tengah,Padi-Padian,Terigu,14.8,
5021,2022,Kalimantan Tengah,Umbi-umbian,Umbi-Umbian,15.6,
5022,2022,Kalimantan Tengah,Umbi-umbian,Singkong,11.4,
5023,2022,Kalimantan Tengah,Umbi-umbian,Ubi Jalar,1.7,
5024,2022,Kalimantan Tengah,Umbi-umbian,Kentang,1.8,
5025,2022,Kalimantan Tengah,Umbi-umbian,Sagu,0,
5026,2022,Kalimantan Tengah,Umbi-umbian,Umbi Lainnya,0.7,
5027,2022,Kalimantan Tengah,Pangan Hewani,Pangan Hewani,60.9,
5028,2022,Kalimantan Tengah,Pangan Hewani,Daging ruminansia,4.1,
5029,2022,Kalimantan Tengah,Pangan Hewani,Daging Unggas,12,
5030,2022,Kalimantan Tengah,Pangan Hewani,Telur,7.8,
5031,2022,Kalimantan Tengah,Pangan Hewani,Susu,3.1,
5032,2022,Kalimantan Tengah,Pangan Hewani,Ikan,33.9,
5033,2022,Kalimantan Tengah,Minyak dan Lemak,Minyak dan Lemak,10.8,
5034,2022,Kalimantan Tengah,Minyak dan Lemak,Minyak Kelapa,0.1,
5035,2022,Kalimantan Tengah,Minyak dan Lemak,Minyak Sawit,10.5,
5036,2022,Kalimantan Tengah,Minyak dan Lemak,Minyak Lainnya,0.2,
5037,2022,Kalimantan Tengah,Buah/biji berminyak,Buah/biji berminyak,0.6,
5038,2022,Kalimantan Tengah,Buah/biji berminyak,Kelapa,0.3,
5039,2022,Kalimantan Tengah,Buah/biji berminyak,Kemiri,0.3,
5040,2022,Kalimantan Tengah,Kacang-kacangan,Kacang-kacangan,8.5,
5041,2022,Kalimantan Tengah,Kacang-kacangan,Kedelai,8.1,
5042,2022,Kalimantan Tengah,Kacang-kacangan,Kacang tanah,0.2,
5043,2022,Kalimantan Tengah,Kacang-kacangan,Kacang hijau,0.1,
5044,2022,Kalimantan Tengah,Kacang-kacangan,Kacang lain,0.1,
5045,2022,Kalimantan Tengah,Gula,Gula,10.2,
5046,2022,Kalimantan Tengah,Gula,Gula pasir,9.8,
5047,2022,Kalimantan Tengah,Gula,Gula merah,0.4,
5048,2022,Kalimantan Tengah,Sayuran dan buah,Sayuran dan buah,77,
5049,2022,Kalimantan Tengah,Sayuran dan buah,Sayur,50.5,
5050,2022,Kalimantan Tengah,Sayuran dan buah,Buah,26.5,
5051,2022,Kalimantan Selatan,Padi-Padian,Padi-padian,112.3,
5052,2022,Kalimantan Selatan,Padi-Padian,Beras,93.6,
5053,2022,Kalimantan Selatan,Padi-Padian,Jagung,0.8,
5054,2022,Kalimantan Selatan,Padi-Padian,Terigu,17.9,
5055,2022,Kalimantan Selatan,Umbi-umbian,Umbi-Umbian,12.7,
5056,2022,Kalimantan Selatan,Umbi-umbian,Singkong,9.8,
5057,2022,Kalimantan Selatan,Umbi-umbian,Ubi Jalar,1.1,
5058,2022,Kalimantan Selatan,Umbi-umbian,Kentang,1.1,
5059,2022,Kalimantan Selatan,Umbi-umbian,Sagu,0,
5060,2022,Kalimantan Selatan,Umbi-umbian,Umbi Lainnya,0.7,
5061,2022,Kalimantan Selatan,Pangan Hewani,Pangan Hewani,59.6,
5062,2022,Kalimantan Selatan,Pangan Hewani,Daging ruminansia,6.2,
5063,2022,Kalimantan Selatan,Pangan Hewani,Daging Unggas,10.3,
5064,2022,Kalimantan Selatan,Pangan Hewani,Telur,7.9,
5065,2022,Kalimantan Selatan,Pangan Hewani,Susu,2.9,
5066,2022,Kalimantan Selatan,Pangan Hewani,Ikan,32.3,
5067,2022,Kalimantan Selatan,Minyak dan Lemak,Minyak dan Lemak,10.3,
5068,2022,Kalimantan Selatan,Minyak dan Lemak,Minyak Kelapa,0.2,
5069,2022,Kalimantan Selatan,Minyak dan Lemak,Minyak Sawit,9.9,
5070,2022,Kalimantan Selatan,Minyak dan Lemak,Minyak Lainnya,0.2,
5071,2022,Kalimantan Selatan,Buah/biji berminyak,Buah/biji berminyak,0.7,
5072,2022,Kalimantan Selatan,Buah/biji berminyak,Kelapa,0.5,
5073,2022,Kalimantan Selatan,Buah/biji berminyak,Kemiri,0.2,
5074,2022,Kalimantan Selatan,Kacang-kacangan,Kacang-kacangan,7.4,
5075,2022,Kalimantan Selatan,Kacang-kacangan,Kedelai,7,
5076,2022,Kalimantan Selatan,Kacang-kacangan,Kacang tanah,0.2,
5077,2022,Kalimantan Selatan,Kacang-kacangan,Kacang hijau,0.2,
5078,2022,Kalimantan Selatan,Kacang-kacangan,Kacang lain,0,
5079,2022,Kalimantan Selatan,Gula,Gula,9.8,
5080,2022,Kalimantan Selatan,Gula,Gula pasir,9.3,
5081,2022,Kalimantan Selatan,Gula,Gula merah,0.5,
5082,2022,Kalimantan Selatan,Sayuran dan buah,Sayuran dan buah,69.3,
5083,2022,Kalimantan Selatan,Sayuran dan buah,Sayur,41.7,
5084,2022,Kalimantan Selatan,Sayuran dan buah,Buah,27.6,
5085,2022,Kalimantan Timur,Padi-Padian,Padi-padian,132.5,
5086,2022,Kalimantan Timur,Padi-Padian,Beras,111.7,
5087,2022,Kalimantan Timur,Padi-Padian,Jagung,12.2,
5088,2022,Kalimantan Timur,Padi-Padian,Terigu,8.6,
5089,2022,Kalimantan Timur,Umbi-umbian,Umbi-Umbian,14.3,
5090,2022,Kalimantan Timur,Umbi-umbian,Singkong,10.3,
5091,2022,Kalimantan Timur,Umbi-umbian,Ubi Jalar,1.4,
5092,2022,Kalimantan Timur,Umbi-umbian,Kentang,0.4,
5093,2022,Kalimantan Timur,Umbi-umbian,Sagu,0.1,
5094,2022,Kalimantan Timur,Umbi-umbian,Umbi Lainnya,2.1,
5095,2022,Kalimantan Timur,Pangan Hewani,Pangan Hewani,31.5,
5096,2022,Kalimantan Timur,Pangan Hewani,Daging ruminansia,2.2,
5097,2022,Kalimantan Timur,Pangan Hewani,Daging Unggas,4.1,
5098,2022,Kalimantan Timur,Pangan Hewani,Telur,2.9,
5099,2022,Kalimantan Timur,Pangan Hewani,Susu,1.2,
5100,2022,Kalimantan Timur,Pangan Hewani,Ikan,21.1,
5101,2022,Kalimantan Timur,Minyak dan Lemak,Minyak dan Lemak,6.9,
5102,2022,Kalimantan Timur,Minyak dan Lemak,Minyak Kelapa,0.3,
5103,2022,Kalimantan Timur,Minyak dan Lemak,Minyak Sawit,6.5,
5104,2022,Kalimantan Timur,Minyak dan Lemak,Minyak Lainnya,0.1,
5105,2022,Kalimantan Timur,Buah/biji berminyak,Buah/biji berminyak,1.1,
5106,2022,Kalimantan Timur,Buah/biji berminyak,Kelapa,1.1,
5107,2022,Kalimantan Timur,Buah/biji berminyak,Kemiri,0,
5108,2022,Kalimantan Timur,Kacang-kacangan,Kacang-kacangan,5.3,
5109,2022,Kalimantan Timur,Kacang-kacangan,Kedelai,3.5,
5110,2022,Kalimantan Timur,Kacang-kacangan,Kacang tanah,0.7,
5111,2022,Kalimantan Timur,Kacang-kacangan,Kacang hijau,0.1,
5112,2022,Kalimantan Timur,Kacang-kacangan,Kacang lain,1,
5113,2022,Kalimantan Timur,Gula,Gula,6.9,
5114,2022,Kalimantan Timur,Gula,Gula pasir,6.7,
5115,2022,Kalimantan Timur,Gula,Gula merah,0.2,
5116,2022,Kalimantan Timur,Sayuran dan buah,Sayuran dan buah,81.6,
5117,2022,Kalimantan Timur,Sayuran dan buah,Sayur,61.7,
5118,2022,Kalimantan Timur,Sayuran dan buah,Buah,19.9,
5119,2022,Kalimantan Utara,Padi-Padian,Padi-padian,98.7,
5120,2022,Kalimantan Utara,Padi-Padian,Beras,83.4,
5121,2022,Kalimantan Utara,Padi-Padian,Jagung,0.8,
5122,2022,Kalimantan Utara,Padi-Padian,Terigu,14.5,
5123,2022,Kalimantan Utara,Umbi-umbian,Umbi-Umbian,12.1,
5124,2022,Kalimantan Utara,Umbi-umbian,Singkong,8.9,
5125,2022,Kalimantan Utara,Umbi-umbian,Ubi Jalar,1.4,
5126,2022,Kalimantan Utara,Umbi-umbian,Kentang,1.5,
5127,2022,Kalimantan Utara,Umbi-umbian,Sagu,0,
5128,2022,Kalimantan Utara,Umbi-umbian,Umbi Lainnya,0.3,
5129,2022,Kalimantan Utara,Pangan Hewani,Pangan Hewani,59.8,
5130,2022,Kalimantan Utara,Pangan Hewani,Daging ruminansia,4,
5131,2022,Kalimantan Utara,Pangan Hewani,Daging Unggas,9.5,
5132,2022,Kalimantan Utara,Pangan Hewani,Telur,7.6,
5133,2022,Kalimantan Utara,Pangan Hewani,Susu,2.8,
5134,2022,Kalimantan Utara,Pangan Hewani,Ikan,35.9,
5135,2022,Kalimantan Utara,Minyak dan Lemak,Minyak dan Lemak,9.5,
5136,2022,Kalimantan Utara,Minyak dan Lemak,Minyak Kelapa,0.1,
5137,2022,Kalimantan Utara,Minyak dan Lemak,Minyak Sawit,9.3,
5138,2022,Kalimantan Utara,Minyak dan Lemak,Minyak Lainnya,0.1,
5139,2022,Kalimantan Utara,Buah/biji berminyak,Buah/biji berminyak,0.4,
5140,2022,Kalimantan Utara,Buah/biji berminyak,Kelapa,0.2,
5141,2022,Kalimantan Utara,Buah/biji berminyak,Kemiri,0.2,
5142,2022,Kalimantan Utara,Kacang-kacangan,Kacang-kacangan,6.6,
5143,2022,Kalimantan Utara,Kacang-kacangan,Kedelai,6.2,
5144,2022,Kalimantan Utara,Kacang-kacangan,Kacang tanah,0.3,
5145,2022,Kalimantan Utara,Kacang-kacangan,Kacang hijau,0.1,
5146,2022,Kalimantan Utara,Kacang-kacangan,Kacang lain,0,
5147,2022,Kalimantan Utara,Gula,Gula,8.4,
5148,2022,Kalimantan Utara,Gula,Gula pasir,8.2,
5149,2022,Kalimantan Utara,Gula,Gula merah,0.2,
5150,2022,Kalimantan Utara,Sayuran dan buah,Sayuran dan buah,62.6,
5151,2022,Kalimantan Utara,Sayuran dan buah,Sayur,41.2,
5152,2022,Kalimantan Utara,Sayuran dan buah,Buah,21.4,
5153,2022,Sulawesi Utara,Padi-Padian,Padi-padian,117.9,
5154,2022,Sulawesi Utara,Padi-Padian,Beras,104.5,
5155,2022,Sulawesi Utara,Padi-Padian,Jagung,1.2,
5156,2022,Sulawesi Utara,Padi-Padian,Terigu,12.2,
5157,2022,Sulawesi Utara,Umbi-umbian,Umbi-Umbian,15.1,
5158,2022,Sulawesi Utara,Umbi-umbian,Singkong,7.9,
5159,2022,Sulawesi Utara,Umbi-umbian,Ubi Jalar,2.1,
5160,2022,Sulawesi Utara,Umbi-umbian,Kentang,2.5,
5161,2022,Sulawesi Utara,Umbi-umbian,Sagu,0.8,
5162,2022,Sulawesi Utara,Umbi-umbian,Umbi Lainnya,1.8,
5163,2022,Sulawesi Utara,Pangan Hewani,Pangan Hewani,57.2,
5164,2022,Sulawesi Utara,Pangan Hewani,Daging ruminansia,4.6,
5165,2022,Sulawesi Utara,Pangan Hewani,Daging Unggas,5,
5166,2022,Sulawesi Utara,Pangan Hewani,Telur,4.7,
5167,2022,Sulawesi Utara,Pangan Hewani,Susu,2.8,
5168,2022,Sulawesi Utara,Pangan Hewani,Ikan,40.1,
5169,2022,Sulawesi Utara,Minyak dan Lemak,Minyak dan Lemak,11.8,
5170,2022,Sulawesi Utara,Minyak dan Lemak,Minyak Kelapa,2.4,
5171,2022,Sulawesi Utara,Minyak dan Lemak,Minyak Sawit,9.3,
5172,2022,Sulawesi Utara,Minyak dan Lemak,Minyak Lainnya,0.1,
5173,2022,Sulawesi Utara,Buah/biji berminyak,Buah/biji berminyak,1.6,
5174,2022,Sulawesi Utara,Buah/biji berminyak,Kelapa,1.3,
5175,2022,Sulawesi Utara,Buah/biji berminyak,Kemiri,0.3,
5176,2022,Sulawesi Utara,Kacang-kacangan,Kacang-kacangan,6.4,
5177,2022,Sulawesi Utara,Kacang-kacangan,Kedelai,5.7,
5178,2022,Sulawesi Utara,Kacang-kacangan,Kacang tanah,0.3,
5179,2022,Sulawesi Utara,Kacang-kacangan,Kacang hijau,0.2,
5180,2022,Sulawesi Utara,Kacang-kacangan,Kacang lain,0.2,
5181,2022,Sulawesi Utara,Gula,Gula,8.4,
5182,2022,Sulawesi Utara,Gula,Gula pasir,8,
5183,2022,Sulawesi Utara,Gula,Gula merah,0.4,
5184,2022,Sulawesi Utara,Sayuran dan buah,Sayuran dan buah,81,
5185,2022,Sulawesi Utara,Sayuran dan buah,Sayur,49.3,
5186,2022,Sulawesi Utara,Sayuran dan buah,Buah,31.7,
5187,2022,Sulawesi Tengah,Padi-Padian,Padi-padian,118.1,
5188,2022,Sulawesi Tengah,Padi-Padian,Beras,105.2,
5189,2022,Sulawesi Tengah,Padi-Padian,Jagung,1.7,
5190,2022,Sulawesi Tengah,Padi-Padian,Terigu,11.2,
5191,2022,Sulawesi Tengah,Umbi-umbian,Umbi-Umbian,14.4,
5192,2022,Sulawesi Tengah,Umbi-umbian,Singkong,7.6,
5193,2022,Sulawesi Tengah,Umbi-umbian,Ubi Jalar,2.8,
5194,2022,Sulawesi Tengah,Umbi-umbian,Kentang,0.4,
5195,2022,Sulawesi Tengah,Umbi-umbian,Sagu,1.9,
5196,2022,Sulawesi Tengah,Umbi-umbian,Umbi Lainnya,1.7,
5197,2022,Sulawesi Tengah,Pangan Hewani,Pangan Hewani,45.2,
5198,2022,Sulawesi Tengah,Pangan Hewani,Daging ruminansia,1.8,
5199,2022,Sulawesi Tengah,Pangan Hewani,Daging Unggas,3.3,
5200,2022,Sulawesi Tengah,Pangan Hewani,Telur,4.2,
5201,2022,Sulawesi Tengah,Pangan Hewani,Susu,1.9,
5202,2022,Sulawesi Tengah,Pangan Hewani,Ikan,34,
5203,2022,Sulawesi Tengah,Minyak dan Lemak,Minyak dan Lemak,9.7,
5204,2022,Sulawesi Tengah,Minyak dan Lemak,Minyak Kelapa,1.2,
5205,2022,Sulawesi Tengah,Minyak dan Lemak,Minyak Sawit,8.4,
5206,2022,Sulawesi Tengah,Minyak dan Lemak,Minyak Lainnya,0.1,
5207,2022,Sulawesi Tengah,Buah/biji berminyak,Buah/biji berminyak,2.1,
5208,2022,Sulawesi Tengah,Buah/biji berminyak,Kelapa,1.9,
5209,2022,Sulawesi Tengah,Buah/biji berminyak,Kemiri,0.2,
5210,2022,Sulawesi Tengah,Kacang-kacangan,Kacang-kacangan,6.5,
5211,2022,Sulawesi Tengah,Kacang-kacangan,Kedelai,6,
5212,2022,Sulawesi Tengah,Kacang-kacangan,Kacang tanah,0.3,
5213,2022,Sulawesi Tengah,Kacang-kacangan,Kacang hijau,0.1,
5214,2022,Sulawesi Tengah,Kacang-kacangan,Kacang lain,0.1,
5215,2022,Sulawesi Tengah,Gula,Gula,8.5,
5216,2022,Sulawesi Tengah,Gula,Gula pasir,8,
5217,2022,Sulawesi Tengah,Gula,Gula merah,0.5,
5218,2022,Sulawesi Tengah,Sayuran dan buah,Sayuran dan buah,81.8,
5219,2022,Sulawesi Tengah,Sayuran dan buah,Sayur,47.3,
5220,2022,Sulawesi Tengah,Sayuran dan buah,Buah,34.5,
5221,2022,Sulawesi Selatan,Padi-Padian,Padi-padian,123.9,
5222,2022,Sulawesi Selatan,Padi-Padian,Beras,103.5,
5223,2022,Sulawesi Selatan,Padi-Padian,Jagung,1.7,
5224,2022,Sulawesi Selatan,Padi-Padian,Terigu,18.7,
5225,2022,Sulawesi Selatan,Umbi-umbian,Umbi-Umbian,10.3,
5226,2022,Sulawesi Selatan,Umbi-umbian,Singkong,5.3,
5227,2022,Sulawesi Selatan,Umbi-umbian,Ubi Jalar,1.9,
5228,2022,Sulawesi Selatan,Umbi-umbian,Kentang,1.6,
5229,2022,Sulawesi Selatan,Umbi-umbian,Sagu,1.1,
5230,2022,Sulawesi Selatan,Umbi-umbian,Umbi Lainnya,0.4,
5231,2022,Sulawesi Selatan,Pangan Hewani,Pangan Hewani,53.5,
5232,2022,Sulawesi Selatan,Pangan Hewani,Daging ruminansia,2.3,
5233,2022,Sulawesi Selatan,Pangan Hewani,Daging Unggas,5.7,
5234,2022,Sulawesi Selatan,Pangan Hewani,Telur,6.8,
5235,2022,Sulawesi Selatan,Pangan Hewani,Susu,2.3,
5236,2022,Sulawesi Selatan,Pangan Hewani,Ikan,36.4,
5237,2022,Sulawesi Selatan,Minyak dan Lemak,Minyak dan Lemak,8,
5238,2022,Sulawesi Selatan,Minyak dan Lemak,Minyak Kelapa,0.7,
5239,2022,Sulawesi Selatan,Minyak dan Lemak,Minyak Sawit,7.1,
5240,2022,Sulawesi Selatan,Minyak dan Lemak,Minyak Lainnya,0.2,
5241,2022,Sulawesi Selatan,Buah/biji berminyak,Buah/biji berminyak,0.9,
5242,2022,Sulawesi Selatan,Buah/biji berminyak,Kelapa,0.7,
5243,2022,Sulawesi Selatan,Buah/biji berminyak,Kemiri,0.2,
5244,2022,Sulawesi Selatan,Kacang-kacangan,Kacang-kacangan,6.6,
5245,2022,Sulawesi Selatan,Kacang-kacangan,Kedelai,5.7,
5246,2022,Sulawesi Selatan,Kacang-kacangan,Kacang tanah,0.5,
5247,2022,Sulawesi Selatan,Kacang-kacangan,Kacang hijau,0.2,
5248,2022,Sulawesi Selatan,Kacang-kacangan,Kacang lain,0.2,
5249,2022,Sulawesi Selatan,Gula,Gula,7.5,
5250,2022,Sulawesi Selatan,Gula,Gula pasir,7,
5251,2022,Sulawesi Selatan,Gula,Gula merah,0.5,
5252,2022,Sulawesi Selatan,Sayuran dan buah,Sayuran dan buah,79.1,
5253,2022,Sulawesi Selatan,Sayuran dan buah,Sayur,46.6,
5254,2022,Sulawesi Selatan,Sayuran dan buah,Buah,32.5,
5255,2022,Sulawesi Tenggara,Padi-Padian,Padi-padian,117.3,
5256,2022,Sulawesi Tenggara,Padi-Padian,Beras,100.3,
5257,2022,Sulawesi Tenggara,Padi-Padian,Jagung,1.9,
5258,2022,Sulawesi Tenggara,Padi-Padian,Terigu,15.1,
5259,2022,Sulawesi Tenggara,Umbi-umbian,Umbi-Umbian,15,
5260,2022,Sulawesi Tenggara,Umbi-umbian,Singkong,8,
5261,2022,Sulawesi Tenggara,Umbi-umbian,Ubi Jalar,2.3,
5262,2022,Sulawesi Tenggara,Umbi-umbian,Kentang,0.3,
5263,2022,Sulawesi Tenggara,Umbi-umbian,Sagu,3.9,
5264,2022,Sulawesi Tenggara,Umbi-umbian,Umbi Lainnya,0.5,
5265,2022,Sulawesi Tenggara,Pangan Hewani,Pangan Hewani,51.4,
5266,2022,Sulawesi Tenggara,Pangan Hewani,Daging ruminansia,1.1,
5267,2022,Sulawesi Tenggara,Pangan Hewani,Daging Unggas,3.3,
5268,2022,Sulawesi Tenggara,Pangan Hewani,Telur,5.3,
5269,2022,Sulawesi Tenggara,Pangan Hewani,Susu,2.2,
5270,2022,Sulawesi Tenggara,Pangan Hewani,Ikan,39.5,
5271,2022,Sulawesi Tenggara,Minyak dan Lemak,Minyak dan Lemak,6.4,
5272,2022,Sulawesi Tenggara,Minyak dan Lemak,Minyak Kelapa,1.1,
5273,2022,Sulawesi Tenggara,Minyak dan Lemak,Minyak Sawit,5.2,
5274,2022,Sulawesi Tenggara,Minyak dan Lemak,Minyak Lainnya,0.1,
5275,2022,Sulawesi Tenggara,Buah/biji berminyak,Buah/biji berminyak,1.1,
5276,2022,Sulawesi Tenggara,Buah/biji berminyak,Kelapa,1,
5277,2022,Sulawesi Tenggara,Buah/biji berminyak,Kemiri,0.1,
5278,2022,Sulawesi Tenggara,Kacang-kacangan,Kacang-kacangan,5.2,
5279,2022,Sulawesi Tenggara,Kacang-kacangan,Kedelai,4.7,
5280,2022,Sulawesi Tenggara,Kacang-kacangan,Kacang tanah,0.2,
5281,2022,Sulawesi Tenggara,Kacang-kacangan,Kacang hijau,0.2,
5282,2022,Sulawesi Tenggara,Kacang-kacangan,Kacang lain,0.1,
5283,2022,Sulawesi Tenggara,Gula,Gula,6.4,
5284,2022,Sulawesi Tenggara,Gula,Gula pasir,6.1,
5285,2022,Sulawesi Tenggara,Gula,Gula merah,0.3,
5286,2022,Sulawesi Tenggara,Sayuran dan buah,Sayuran dan buah,84.5,
5287,2022,Sulawesi Tenggara,Sayuran dan buah,Sayur,51.3,
5288,2022,Sulawesi Tenggara,Sayuran dan buah,Buah,33.2,
5289,2022,Gorontalo,Padi-Padian,Padi-padian,116.6,
5290,2022,Gorontalo,Padi-Padian,Beras,102.5,
5291,2022,Gorontalo,Padi-Padian,Jagung,4.3,
5292,2022,Gorontalo,Padi-Padian,Terigu,9.8,
5293,2022,Gorontalo,Umbi-umbian,Umbi-Umbian,10.3,
5294,2022,Gorontalo,Umbi-umbian,Singkong,6.9,
5295,2022,Gorontalo,Umbi-umbian,Ubi Jalar,2,
5296,2022,Gorontalo,Umbi-umbian,Kentang,0.8,
5297,2022,Gorontalo,Umbi-umbian,Sagu,0.5,
5298,2022,Gorontalo,Umbi-umbian,Umbi Lainnya,0.1,
5299,2022,Gorontalo,Pangan Hewani,Pangan Hewani,43.8,
5300,2022,Gorontalo,Pangan Hewani,Daging ruminansia,1.1,
5301,2022,Gorontalo,Pangan Hewani,Daging Unggas,4.2,
5302,2022,Gorontalo,Pangan Hewani,Telur,4.4,
5303,2022,Gorontalo,Pangan Hewani,Susu,1.7,
5304,2022,Gorontalo,Pangan Hewani,Ikan,32.4,
5305,2022,Gorontalo,Minyak dan Lemak,Minyak dan Lemak,11.4,
5306,2022,Gorontalo,Minyak dan Lemak,Minyak Kelapa,0.3,
5307,2022,Gorontalo,Minyak dan Lemak,Minyak Sawit,10.9,
5308,2022,Gorontalo,Minyak dan Lemak,Minyak Lainnya,0.2,
5309,2022,Gorontalo,Buah/biji berminyak,Buah/biji berminyak,2,
5310,2022,Gorontalo,Buah/biji berminyak,Kelapa,1.4,
5311,2022,Gorontalo,Buah/biji berminyak,Kemiri,0.6,
5312,2022,Gorontalo,Kacang-kacangan,Kacang-kacangan,5.3,
5313,2022,Gorontalo,Kacang-kacangan,Kedelai,4.6,
5314,2022,Gorontalo,Kacang-kacangan,Kacang tanah,0.4,
5315,2022,Gorontalo,Kacang-kacangan,Kacang hijau,0.3,
5316,2022,Gorontalo,Kacang-kacangan,Kacang lain,0,
5317,2022,Gorontalo,Gula,Gula,7.1,
5318,2022,Gorontalo,Gula,Gula pasir,6.8,
5319,2022,Gorontalo,Gula,Gula merah,0.3,
5320,2022,Gorontalo,Sayuran dan buah,Sayuran dan buah,69.1,
5321,2022,Gorontalo,Sayuran dan buah,Sayur,44.2,
5322,2022,Gorontalo,Sayuran dan buah,Buah,24.9,
5323,2022,Sulawesi Barat,Padi-Padian,Padi-padian,130.7,
5324,2022,Sulawesi Barat,Padi-Padian,Beras,112.2,
5325,2022,Sulawesi Barat,Padi-Padian,Jagung,1,
5326,2022,Sulawesi Barat,Padi-Padian,Terigu,17.5,
5327,2022,Sulawesi Barat,Umbi-umbian,Umbi-Umbian,10.7,
5328,2022,Sulawesi Barat,Umbi-umbian,Singkong,7.4,
5329,2022,Sulawesi Barat,Umbi-umbian,Ubi Jalar,1.7,
5330,2022,Sulawesi Barat,Umbi-umbian,Kentang,0.2,
